Drug_ID	Drug	Y	Species
"CHEMBL866"	"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2"	98.4	"Homo sapiens"
"CHEMBL481596"	"CN1CCN(c2cc3c(Nc4ccc(F)cc4F)c(C(N)=O)cnc3cc2F)CC1"	75.55	"Homo sapiens"
"CHEMBL2325622"	"CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1"	98.4	"Homo sapiens"
"CHEMBL1610495"	"CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1"	98.61	"Homo sapiens"
"CHEMBL480814"	"CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1NCCN(C)C"	95.82	"Homo sapiens"
"CHEMBL2062570"	"CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1"	98.37	"Homo sapiens"
"CHEMBL1738764"	"Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C"	95.91	"Homo sapiens"
"CHEMBL422"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	99.19	"Homo sapiens"
"CHEMBL2205509"	"CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C#N"	95.91	"Homo sapiens"
"CHEMBL1534781"	"COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1"	96.0	"Homo sapiens"
"CHEMBL1431736"	"CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1"	64.01	"Homo sapiens"
"CHEMBL1934266"	"CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1"	96.5	"Homo sapiens"
"CHEMBL456390"	"O=C1CCc2cc(-c3cncc4ccccc34)ccc2N1"	96.42	"Homo sapiens"
"CHEMBL1309609"	"O=C(CN1CCCCCC1)N1c2ccccc2Sc2ccccc21"	97.07	"Homo sapiens"
"CHEMBL565073"	"O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1cccnc1"	96.87	"Homo sapiens"
"CHEMBL2151324"	"CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1"	94.9	"Homo sapiens"
"CHEMBL219916"	"O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1"	96.65	"Homo sapiens"
"CHEMBL520431"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C)CC1"	69.61	"Homo sapiens"
"CHEMBL223166"	"COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1"	69.12	"Homo sapiens"
"CHEMBL569184"	"COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1"	95.23	"Homo sapiens"
"CHEMBL319111"	"O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1"	99.6	"Homo sapiens"
"CHEMBL397647"	"C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1"	82.05	"Homo sapiens"
"CHEMBL1868114"	"COCCNc1nc(NCc2ccccc2F)c2sccc2n1"	97.2	"Homo sapiens"
"CHEMBL2062556"	"N#Cc1cnn2c(N)cc(-c3ccccc3)nc12"	95.01	"Homo sapiens"
"CHEMBL497963"	"Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1"	97.0	"Homo sapiens"
"CHEMBL2023489"	"COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1"	98.89	"Homo sapiens"
"CHEMBL1609026"	"O=C(CCS(=O)(=O)c1ccc(Br)cc1)Nc1ccc2c(c1)OCO2"	98.81	"Homo sapiens"
"CHEMBL456324"	"CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)nc(NC(CO)CO)c2Cl)n[nH]1"	96.42	"Homo sapiens"
"CHEMBL488937"	"Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O"	95.01	"Homo sapiens"
"CHEMBL2179280"	"CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1"	98.81	"Homo sapiens"
"CHEMBL2071493"	"CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1"	95.01	"Homo sapiens"
"CHEMBL1683030"	"CCOc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1"	96.17	"Homo sapiens"
"CHEMBL475799"	"Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1"	96.09	"Homo sapiens"
"CHEMBL1416617"	"Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1"	98.7	"Homo sapiens"
"CHEMBL1957851"	"Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1"	88.11	"Homo sapiens"
"CHEMBL463981"	"O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1"	90.91	"Homo sapiens"
"CHEMBL1963231"	"CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1"	77.21	"Homo sapiens"
"CHEMBL296035"	"CCc1cccc2cc(C(O)CNC(C)(C)C)oc12"	91.99	"Homo sapiens"
"CHEMBL2170985"	"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O"	84.6	"Homo sapiens"
"CHEMBL254129"	"CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C"	93.24	"Homo sapiens"
"CHEMBL855"	"Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1"	35.46	"Homo sapiens"
"CHEMBL8"	"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O"	34.42	"Homo sapiens"
"CHEMBL2216859"	"CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1"	97.0	"Homo sapiens"
"CHEMBL1322893"	"COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1"	40.89	"Homo sapiens"
"CHEMBL87"	"COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2"	32.88	"Homo sapiens"
"CHEMBL1586565"	"CN1CCN2c3ccccc3CC3(C(=O)N(C)C(=O)N(C)C3=O)C2C1"	96.5	"Homo sapiens"
"CHEMBL2208431"	"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c(=O)c2ccccc12"	96.5	"Homo sapiens"
"CHEMBL2331751"	"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O"	98.61	"Homo sapiens"
"CHEMBL2331749"	"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O"	98.61	"Homo sapiens"
"CHEMBL1072"	"CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1"	98.44	"Homo sapiens"
"CHEMBL226646"	"Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1"	98.21	"Homo sapiens"
"CHEMBL1231206"	"Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1"	84.9	"Homo sapiens"
"CHEMBL1938680"	"O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1"	97.32	"Homo sapiens"
"CHEMBL568"	"O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O"	96.17	"Homo sapiens"
"CHEMBL1921926"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1"	95.72	"Homo sapiens"
"CHEMBL1683025"	"COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1OC"	95.53	"Homo sapiens"
"CHEMBL1807860"	"C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl"	95.53	"Homo sapiens"
"CHEMBL526307"	"COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I"	95.33	"Homo sapiens"
"CHEMBL2204343"	"O=C(CCCN1CC[Si](O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"	94.56	"Homo sapiens"
"CHEMBL82663"	"O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12"	94.44	"Homo sapiens"
"CHEMBL1650724"	"C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1"	94.32	"Homo sapiens"
"CHEMBL1164033"	"CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl"	99.71	"Homo sapiens"
"CHEMBL564"	"CN(C)CCCN1c2ccccc2Sc2ccccc21"	89.91	"Homo sapiens"
"CHEMBL1650730"	"C[C@H](Nc1ncc(Cl)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1"	89.49	"Homo sapiens"
"CHEMBL1939560"	"C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1"	89.05	"Homo sapiens"
"CHEMBL2151141"	"CC#Cc1cncc(-c2csc([C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1"	88.11	"Homo sapiens"
"CHEMBL211631"	"COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12"	98.21	"Homo sapiens"
"CHEMBL2062571"	"CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1"	87.62	"Homo sapiens"
"CHEMBL2312185"	"CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCNCC4)c3)ncc2C#N)s1"	88.59	"Homo sapiens"
"CHEMBL1824044"	"COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2"	88.82	"Homo sapiens"
"CHEMBL2069423"	"COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1"	96.34	"Homo sapiens"
"CHEMBL479383"	"O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1"	96.17	"Homo sapiens"
"CHEMBL498"	"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1"	96.0	"Homo sapiens"
"CHEMBL1800526"	"COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1"	95.91	"Homo sapiens"
"CHEMBL2017459"	"CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1"	95.82	"Homo sapiens"
"CHEMBL1778637"	"CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1"	95.82	"Homo sapiens"
"CHEMBL2164741"	"N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1"	79.17	"Homo sapiens"
"CHEMBL2207667"	"NC(=O)c1c(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)ccc(Cl)c1Cl"	78.79	"Homo sapiens"
"CHEMBL2151326"	"COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1"	78.41	"Homo sapiens"
"CHEMBL578675"	"COc1cnc(-c2ccccn2)nc1NC(C)C"	77.62	"Homo sapiens"
"CHEMBL2011910"	"CNc1c(Br)cnc2[nH]c(-c3cccc(N)c3)nc12"	90.12	"Homo sapiens"
"CHEMBL1431112"	"O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1"	89.91	"Homo sapiens"
"CHEMBL2326864"	"CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1"	53.45	"Homo sapiens"
"CHEMBL1921923"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3cncnc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	22.38	"Homo sapiens"
"CHEMBL2011441"	"COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1"	99.87	"Homo sapiens"
"CHEMBL271012"	"C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12"	99.86	"Homo sapiens"
"CHEMBL213100"	"COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1"	99.83	"Homo sapiens"
"CHEMBL2325014"	"Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl"	99.76	"Homo sapiens"
"CHEMBL1020"	"Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1"	99.72	"Homo sapiens"
"CHEMBL1718800"	"c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1"	99.69	"Homo sapiens"
"CHEMBL2018954"	"COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C"	99.67	"Homo sapiens"
"CHEMBL1950860"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C"	90.72	"Homo sapiens"
"CHEMBL480822"	"CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(C)=O)CC1"	90.32	"Homo sapiens"
"CHEMBL1818187"	"CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1"	99.92	"Homo sapiens"
"CHEMBL604710"	"O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1"	99.9	"Homo sapiens"
"CHEMBL456145"	"C1Cc2[nH]nc(-c3nn[nH]n3)c2C1"	89.91	"Homo sapiens"
"CHEMBL1450473"	"Cc1ccc(S(=O)(=O)NCCSc2nnnn2-c2ccc(C(N)=O)cc2)cc1"	89.91	"Homo sapiens"
"CHEMBL323776"	"CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1"	89.27	"Homo sapiens"
"CHEMBL2011895"	"CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12"	88.82	"Homo sapiens"
"CHEMBL481717"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCC(O)CC1"	91.1	"Homo sapiens"
"CHEMBL564737"	"O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl"	91.1	"Homo sapiens"
"CHEMBL1762528"	"CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1"	90.32	"Homo sapiens"
"CHEMBL110999"	"CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12"	90.12	"Homo sapiens"
"CHEMBL1917456"	"Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O"	96.26	"Homo sapiens"
"CHEMBL2179272"	"CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1"	96.17	"Homo sapiens"
"CHEMBL1427554"	"Cc1ccc(-c2csc3ncnc(O)c23)cc1"	96.09	"Homo sapiens"
"CHEMBL2016681"	"CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1"	95.91	"Homo sapiens"
"CHEMBL2069403"	"Cc1nn(-c2ccccc2)nc1C(=O)N[C@@H]1COc2cccc(N3CCN(C)CC3)c2C1"	95.82	"Homo sapiens"
"CHEMBL1778649"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1"	95.82	"Homo sapiens"
"CHEMBL41"	"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1"	95.72	"Homo sapiens"
"CHEMBL481401"	"CN1CCN(c2cc3c(Nc4cccc(Cl)c4Cl)c(C(N)=O)cnc3cc2F)CC1"	95.63	"Homo sapiens"
"CHEMBL514257"	"OC[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1"	95.63	"Homo sapiens"
"CHEMBL2062573"	"CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCOCC4)n4ncc(C#N)c4n3)c2c1"	88.82	"Homo sapiens"
"CHEMBL1194385"	"COc1cccc2c1CCC21NCc2ccccc21"	79.17	"Homo sapiens"
"CHEMBL569738"	"Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1"	78.01	"Homo sapiens"
"CHEMBL1916534"	"COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2"	82.39	"Homo sapiens"
"CHEMBL2170989"	"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccccc2)[C@@H](O)[C@H]1O"	81.36	"Homo sapiens"
"CHEMBL2177919"	"Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O"	81.01	"Homo sapiens"
"CHEMBL2057371"	"CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1"	67.12	"Homo sapiens"
"CHEMBL914"	"CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"	62.94	"Homo sapiens"
"CHEMBL34259"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	46.55	"Homo sapiens"
"CHEMBL215295"	"N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@H](NCC(=O)O)C3CCCCC3)Cc3ccccc3C2)cc1"	45.98	"Homo sapiens"
"CHEMBL1950729"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1"	44.84	"Homo sapiens"
"CHEMBL2087421"	"COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1"	42.01	"Homo sapiens"
"CHEMBL16073"	"CCOc1ccc(NC(C)=O)cc1"	34.94	"Homo sapiens"
"CHEMBL860"	"CN(C)CC/C=C1\c2ccccc2COc2ccccc21"	78.79	"Homo sapiens"
"CHEMBL517437"	"O=C(Nc1ccc(Cl)c(C(=O)Nc2cncs2)c1)c1cccc(C(F)(F)F)c1"	99.6	"Homo sapiens"
"CHEMBL211677"	"Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O"	99.6	"Homo sapiens"
"CHEMBL2216902"	"CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1"	78.01	"Homo sapiens"
"CHEMBL2103828"	"CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F"	99.58	"Homo sapiens"
"CHEMBL2312920"	"CCCN(c1cccc(C#N)c1)P(=O)(c1ccccc1)c1ccccc1"	99.44	"Homo sapiens"
"CHEMBL2158818"	"O=C(O)C(c1ccccc1)N1CCO[C@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1"	99.36	"Homo sapiens"
"CHEMBL2335906"	"C[C@@H](NC1=CC(=O)CNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	96.42	"Homo sapiens"
"CHEMBL521248"	"COc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1OC"	96.42	"Homo sapiens"
"CHEMBL457608"	"C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1"	96.42	"Homo sapiens"
"CHEMBL2164389"	"O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1"	96.42	"Homo sapiens"
"CHEMBL364714"	"C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1"	86.59	"Homo sapiens"
"CHEMBL375293"	"c1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1"	86.05	"Homo sapiens"
"CHEMBL1801962"	"COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F"	99.91	"Homo sapiens"
"CHEMBL482552"	"O=C(Nc1ccc(CN2CCNCC2)cc1-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1"	99.91	"Homo sapiens"
"CHEMBL1824036"	"CS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2"	85.48	"Homo sapiens"
"CHEMBL1807827"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1"	84.3	"Homo sapiens"
"CHEMBL1778647"	"CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1"	98.47	"Homo sapiens"
"CHEMBL2062564"	"CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1"	98.09	"Homo sapiens"
"CHEMBL2335871"	"COCCNC(=O)c1ccc(Nc2ncc3cc(-c4cnccc4C)ccc3n2)cc1"	97.38	"Homo sapiens"
"CHEMBL2324355"	"Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1"	98.4	"Homo sapiens"
"CHEMBL2179279"	"CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1"	98.37	"Homo sapiens"
"CHEMBL1916085"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1"	98.29	"Homo sapiens"
"CHEMBL2313226"	"O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1"	97.66	"Homo sapiens"
"CHEMBL1526668"	"O=C(c1csc2c1CCCC2)N1CCCCC1"	90.72	"Homo sapiens"
"CHEMBL1560"	"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O"	90.12	"Homo sapiens"
"CHEMBL2018953"	"O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1"	88.11	"Homo sapiens"
"CHEMBL11"	"CN(C)CCCN1c2ccccc2CCc2ccccc21"	87.87	"Homo sapiens"
"CHEMBL1951080"	"COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSCC(=O)O"	87.37	"Homo sapiens"
"CHEMBL2178935"	"Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O"	87.11	"Homo sapiens"
"CHEMBL447183"	"N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1"	86.59	"Homo sapiens"
"CHEMBL83597"	"CN1CCC[C@@H]1Cc1c[nH]c2ccc(Nc3ncccc3[N+](=O)[O-])cc12"	86.32	"Homo sapiens"
"CHEMBL1945044"	"COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1"	86.32	"Homo sapiens"
"CHEMBL2338404"	"CC(C)(C)CS(=O)(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1"	86.05	"Homo sapiens"
"CHEMBL2059376"	"CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)NC)c3)cnc2[nH]1"	85.19	"Homo sapiens"
"CHEMBL481205"	"COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1"	84.9	"Homo sapiens"
"CHEMBL1381135"	"COc1cnc(-c2ccccn2)nc1N(C)C"	83.68	"Homo sapiens"
"CHEMBL1916546"	"COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1"	83.37	"Homo sapiens"
"CHEMBL192"	"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	95.53	"Homo sapiens"
"CHEMBL480457"	"CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4cccc(Cl)c4Cl)c3c2)CC1"	95.43	"Homo sapiens"
"CHEMBL1773082"	"Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1"	96.42	"Homo sapiens"
"CHEMBL339053"	"O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)[C@H]1Cc2ccccc2CN1"	99.3	"Homo sapiens"
"CHEMBL1532611"	"Nc1ccc(OCCc2ccccc2)cc1"	96.57	"Homo sapiens"
"CHEMBL2012204"	"Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1"	96.72	"Homo sapiens"
"CHEMBL402501"	"C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1"	89.91	"Homo sapiens"
"CHEMBL2207666"	"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12"	98.17	"Homo sapiens"
"CHEMBL2179666"	"Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O"	98.09	"Homo sapiens"
"CHEMBL2059195"	"O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1"	97.81	"Homo sapiens"
"CHEMBL2048866"	"N[C@@H]1CCCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1"	97.76	"Homo sapiens"
"CHEMBL865"	"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1"	97.55	"Homo sapiens"
"CHEMBL2062565"	"CC(=O)Nc1cnc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1"	97.49	"Homo sapiens"
"CHEMBL1761870"	"C[C@H]1CN(C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)N2CCC(C(=O)NC(C)(C)C)(C3CCCCC3)CC2)C[C@@H](C)N1"	92.32	"Homo sapiens"
"CHEMBL196707"	"Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1"	92.32	"Homo sapiens"
